class_code,subject_name,professor,classroom,day,period,level,number_of_credit,content_of_class,evaluation_system,class_url
ARSH384S,Seminar on Culture  62,三神　弘子,教室未定,木,3,上級演習,2,"This advanced seminar is designed to introduce senior students to the basics of research and writing, with particular focus on writing graduation thesis. In class, students will discuss various aspects of Ireland’s dynamic history and contemporary culture and learn how to collect and manage data.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CU50100622018210CU5010021&pLng=jp
CMFC314S,Seminar on Culture  63,リー　マージ　クリスティン,教室未定,水,3,上級演習,2,"The objective of this course is to help students understand Korea and Asia as a region by analyzing universal and particular features unique to Korea different from other East Asian nations. This course is designed to help students enhance their research writing skill. This seminar also focuses on conducting individual research projects. A student is to write a graduation thesis based on his or her research theme. The seminar puts an emphasis on writing. Students in this culture seminar will have opportunities to participate in academic conferences. Since writing is a difficult and challenging task, the instructor and students will interactively engage in discussion sessions. Themes do not necessarily have to be confined to one region. Comparative studies are welcome. For your reference, refer to a sample list of prior research themes: Patriarchy in Korean Conglomerate Firms, Urban Planning Projects in Japan, A Comparative Analysis of Gender in Korean Proverbs, Glocal Concepts in the Disney Resort, Kafka and Existential Literature, Power Structure in Media, Contradictions in the Kawai culture, Semiotic Analysis on Zainichi Kankokujin, Representation of Zainichi Chosenjin, Higher Education in Japan and in Korea, Language of Accounting Frauds, Rhetoric in Kana and Hangul, Oriental Discourse in FTA and in Korea and Japan, Ideology in Medieval Education for Women in Japan and Korea, The Notion of Oppa and the Korean Wave, and Entropy and Business: Nissan and Alibaba.","['試験:', '60％', 'Mid-term Progress Report', 'Final Progress Report', 'レポート:', '20％', 'Weekly Writing Assignments', '平常点評価:', '20％', 'Class Attendance']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CU50100632018210CU5010021&pLng=jp
CMFE361S,Seminar on Culture  64,吉本　光宏,教室未定,水,5,上級演習,2,"The focus of this seminar is media and visual culture, covering not only such obvious topics as movies,photography, television, and comics but also new media, performance,architecture, advertisement, art, etc. For 3rd year students, the seminar functions as a general introduction to media and visual culture, and as an opportunity to study a variety of relevant topics and issues, some of which they may decide to explore in a more in-depth fashion in the subsequent parts of the advanced seminar sequence. 4th year students will primarily work on individual graduation theses; at the same time, they are also expected to participate actively in weekly discussions and help 3rd year students coming up with graduation thesis topics. After consulting with students and learning their specific interest and academic background, I will decide what books and essays to read (in both English and Japanese). @font-face {  font-family: Times;}@font-face {  font-family: Cambria;}p.MsoNormal, li.MsoNormal, div.MsoNormal { margin: 0in 0in 0.0001pt; font-size: 12pt; font-family: ""Times New Roman""; }div.Section1 { }","['レポート:', '60％', 'Term paper', 'その他:', '40％', 'Class presentation and participation', '備考・関連URL']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CU50100642018210CU5010021&pLng=jp
ARSV383S,Seminar on Culture　65,間藤　茂子,教室未定,水,5,上級演習,2,"This course will be taught in Spanish, and students are expected to participate in class discussions in Spanish and complete all the assignments in Spanish.In this course, we will examine some of the most important historical, cultural, and socio-political occurrences of the Spanish-speaking world through the critical analyses of the selected cultural, artistic, and literary texts. We will explore current issues and contemporary socio-political, cultural, and artistic forms of expression produced in the Spanish-speaking world, by discussing how historical memories (the past) are related to the contemporary themes and phenomena. The ultimate goal of this course is to acquire the knowledge and skills to critically observe and express how and why important it is to connect the past and the present within the context of the Spanish-speaking world.The detailed information about a specific topic will be announced later.","['レポート:', '20％', 'Analytical essays (2)', '平常点評価:', '30％', 'Participation & Written comments 15％', 'Presentation 15％', 'その他:', '50％', 'Final project (written essay and oral presentation)', '備考・関連URL', 'The details of this course will be given later.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CU50100652018210CU5010021&pLng=jp
CMFC313S,Seminar on Culture　66,モラスキー　マイク,教室未定,水,2,上級演習,2,"In this seminar we will explore a wide range of cultural practices and expressive forms in modern Japan, ranging from music and film to literature, social criticism, and urban space. Although the historical focus will be on 1945 through the 1960s, students are free (pending instructor approval) to explore other historical periods and non-Japanese cultural contexts for their own research and graduation thesis. Since this is an advanced seminar focusing on Japanese culture, all students must be able to handle reading assignments in Japanese as well as in English. Class discussions will be primarily in English, but many of the musical and cinematic materials to be discussed are only available in Japanese, so listening comprehension in both languages is also required. Students who wish to take this seminar should be prepared to attend class regularly, complete all assigned readings, actively participate in class discussions, and do their very best to produce a high-quality graduation thesis. Assignments will combine reading with student presentations and will be adjusted in accordance with individual student interests and background, the number of students enrolled in the seminar during the given semester, and student progress on graduation theses. For this reason, the list of weekly topics and assignments below （授業計画） has been abbreviated.","['レポート:', '30％', 'Oral presentations on research. Note that in the student’s final semester, the grade for this seminar will be based 70％ on the quality of the graduation thesis and 30％ on participation in the seminar.', '平常点評価:', '70％', 'Regular attendance and participation in discussions.', '備考・関連URL', 'Please note the following:1) This is essentially a bilingual seminar (English/Japanese), and while discussions will be conducted primarily in English, all students should be prepared to handle readings and audiovisual materials as well as classroom discussions in both languages. Senior theses written for this seminar should be based on research conducted in both English and Japanese (although you are welcome to extend your research to other languages).2) This seminar does not include Japanese-style “gasshuku”（合宿）; after-class “nomikai”（飲み会） are limited to once or twice a semester.3) The professor takes both the research and writing of senior theses seriously, and students are expected to work very hard in order to produce a high-quality graduation thesis. Theses may be written in either English or Japanese, although English is encouraged, especially for those whose first language is Japanese. In this seminar, however, it is the academic quality of the thesis, rather than the language in which it is written, that counts most.4) Cell phones and smart phones are to be turned completely off (not merely on silent mode) and kept out of sight during class.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CU50100662018210CU5010021&pLng=jp
CMFC311S,Seminar on Culture　67,陳　天璽,教室未定,水,5,上級演習,2,"This seminar examines major issue of diasporas and migrants in Asia. Theory of multiculturalism, globalization and contemporary dynamics of race and ethnicity will studied. Topics to be covered will include Japanese diaspora, Filipino diaspora, Chinese diaspora, Korean diaspora, Indian diaspora, statelessness etc. Various issued as education, identity, citizenship, passport, language inheritance and cultural transformation of different diaspora and migrants groups in Japan will be discussed as well.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CU50100672018210CU5010021&pLng=jp
ECNE101L,Introduction to Macroeconomics　51,バク　サンジュン,教室未定,月,5,Economy and Business,2,"The purpose of this course is to introduce the macroeconomic way of viewing, explaining, and predicting the real economy. Students will learn the essential ideas of macroeconomics and will be challenged to apply the ideas to the understanding of various aspects of our economy. Much emphasis will be put on applications and polices rather than formal economic theory. Students will study, for example,”what is Abenomics?” “Japan’s lost decades,” “economic policy of the US and its impacts on Asia,” “how to measure a nation’s income,” “what determines economic growth,” “monetary/fiscal policies,” and “exchange rates.”",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB20600512018210EB2060021&pLng=jp
ECNT121L,Quantitative methods for Economics　51,鈴木　彩子,教室未定,木,3,Economy and Business,2,"The objective of this course is to introduce you to quantitative methods used in economic analysis. The course will strongly stress applications and you will develop the skills to set up regression models, to estimate your models using econometric software, and to interpret your estimation results to test your hypotheses. This course targets students who have never studied quantitative methods before.","['レポート:', '40％', 'Final report', '平常点評価:', '60％', 'In-class exercise, presentation']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB20800512018210EB2080021&pLng=jp
CMMM10ZL,Introduction to Marketing　51,森本　真理子,教室未定,月,3,Economy and Business,2,"The course examines principles necessary for developing marketing strategy for customers, consumers, and publics, with attention to delineating strategic plans and identifying target markets. Multiple elements of the marketing mix (e.g., product development and management, pricing, distribution, and communication) are surveyed.","['試験:', '30％', 'Exam 1 (in-class closed-book exam)', 'レポート:', '30％', 'Exam 2 (in-class closed-book exam)', '平常点評価:', '10％', 'Physical attendance itself will not be sufficient to earn participation grades. Active participation based on assigned readings is mandatory.', 'その他:', '30％', 'Pop Quiz: 10％', 'Online Assignments: 20％', '備考・関連URL']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB20900512018210EB2090021&pLng=jp
ECNE201L,Microeconomics,鈴木　彩子,教室未定,火,1,中級科目,4,"The objective of this course is to introduce you to foundations of microeconomic theory, including how individual consumers and producers make decisions and how different market mechanisms operate to allocate resources. The emphasis in the course is problem solving with use of calculus (rather than graphs and tables as in introductory course). Therefore, the students are expected to have some background in multivariable calculus.","['試験:', '60％', 'Midterm exam 30％', 'Final exam 30％', 'その他:', '40％', 'Weekly problem sets', '備考・関連URL', '1. Students are strongly recommended to have taken Principles of Microeconomics or to have a comparable background.2. Students are expected to have a background in algebra and multi-variable calculus. More specifically, students should know how to induce (total and partial) derivatives of functions.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB30100512018210EB3010021&pLng=jp
ECNE201L,Microeconomics,鈴木　彩子,教室未定,木,1,中級科目,4,"The objective of this course is to introduce you to foundations of microeconomic theory, including how individual consumers and producers make decisions and how different market mechanisms operate to allocate resources. The emphasis in the course is problem solving with use of calculus (rather than graphs and tables as in introductory course). Therefore, the students are expected to have some background in multivariable calculus.","['試験:', '60％', 'Midterm exam 30％', 'Final exam 30％', 'その他:', '40％', 'Weekly problem sets', '備考・関連URL', '1. Students are strongly recommended to have taken Principles of Microeconomics or to have a comparable background.2. Students are expected to have a background in algebra and multi-variable calculus. More specifically, students should know how to induce (total and partial) derivatives of functions.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB30100512018210EB3010021&pLng=jp
ECNA212L,International Trade Management,野村　誠二,教室未定,土,2,中級科目,2,"This course is a two unit lesson designed primarily for non-business majors to offer basic knowledge both on international business practices, and the theory behind them. The course covers a large area of business practices for both exporters and importers. Current topics relating to international trade and business are also picked up in this course. The class is a mixture of a lecture and participation by students.","['試験:', '90％', 'Mid-term quiz  30％', 'Final test  60％', '平常点評価:', '10％', 'Active participation', '備考・関連URL', 'The above schedule is subject to change depending on actual situation of the class.Discussions will be taken as much as possible.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB31500512018210EB3150021&pLng=jp
ECNA222L,Financial Management　51,竹澤　伸哉,教室未定,金,4,中級科目,2,"This course is an introduction to finance. The objective is to familiarize students with financial concepts and tools used in an international business setting. The course covers financial ratios, financial decision making tools, the role of stock and bond markets, and risk-return (portfolio).",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB32700512018210EB3270021&pLng=jp
ACCX201L,Introduction to Accounting,嶋方　亮,教室未定,火,5,中級科目,2,"Accounting is the process of identifying, recording, and reporting of economic activities. Accounting serves a vital role in our economy. It is a language to present the financial condition of a business, non-business or other entity as well as how an entity performed financially in a given time period. There are many people who rely on accounting information for their decision making, including investors, creditors, regulators as well as executives and managers who run businesses. In this course, you will learn a fundamental framework and concept for financial accounting, which is used by for-profit business enterprises mainly in their external reporting. In any business, financial accounting is imperative; it is simply impossible to understand a business without understanding accounting. The primary objectives of this course are for you to understand (1) the basic concept of financial accounting, (2) how it is processed, and (3) how it is used. There are no pre-requisites for this course, nor should you have accounting background or any specialized knowledge, as long as you understand basic arithmetic.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB32800512018210EB3280021&pLng=jp
ECNH20ZL,Economy of Russia: Historical and Modern Perspectives　51,シャドリナ　エレナ,教室未定,水,3,中級科目,2,"A sequel to Introductory Course of Russian Studies, this course is designed to assist those pursuing Russian Studies to deepen their knowledge of contemporary Russian economy and society.","['レポート:', '75％', 'Analytical essays (5) (5*15)', '平常点評価:', '20％', 'Active engagement in in-class discussions', 'その他:', '5％', 'Constructive collaboration on improving the course content', '備考・関連URL', 'Policy on Cell Phones and e-Devices is such that they must be turned off and kept away during the class.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB34400512018210EB3440021&pLng=jp
INTA234L,APM- Political Economy in the Spanish-speaking world (In Spanish)　51,ミニャンブレス　ガルシア　イグナシオ　ホセ,教室未定,水,3,中級科目,2,"This course will be taught in Spanish.In order to train their use of Spanish in increasingly complex politico-economic discussions, this course provides students with a comprehensive overview of different schools of political economy. Building on the students’ basic knowledge of economics, the course introduces theoretical and empirical roots and the debates that have enriched the social sciences since their inception.","['試験:', '50％', 'The exam will require the students to critically analyze an economic text', 'レポート:', '30％', 'Students are expected to work on a paper based in a topic from the course', '平常点評価:', '20％', 'Students are expected to read texts prior to each lecture and comment them in class.', '備考・関連URL', 'APM: Area Studies and Plurilingual / Multicultural education']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB34500512018210EB3450021&pLng=jp
ECNE202L,Japanese Economy　51,篠　潤之介,教室未定,木,2,中級科目,2,"The objective of this course is to understand basic mechanism of business cycles and price developments (inflation) in Japan’s economy. We particularly focus on business cycles after the Global Financial Crisis (GFC) on 2008. Some structural changes in the economy affecting recent patterns of business cycle are also our scope. Throughout the course, practical ways how to obtain economic data regarding Japanese economy and to use it effectively to make graphs or tables are also discussed.","['試験:', '70％', 'Final Exam', 'レポート:', '30％', 'A simple (2-3 page) report to show a graph using economic data with a brief explanation.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB34700512018210EB3470021&pLng=jp
ECNA361L,Environmental Economics,山根　浩司,教室未定,木,1,上級科目,2,"We have two limits to our sustainable economic growth; one is limited capacity of natural environment to receive the waste and the other is limited quantity of non-renewable energy and resources. This course is intended to provide an overview of the status quo and policy solution to those limits. In the first part of the course, we discuss the data and policy examples on environmental problems. In the latter part of the course, we discuss the reason why those environmental problems take place and how to solve those problems in terms of economics.","['試験:', '40％', 'Final Examination', 'レポート:', '30％', 'Mini-Report or Problem Set Questions in each class', '平常点評価:', '30％', 'Class Participation (The minimum attendance ratio is 2/3 of the total class hours.)', '備考・関連URL', 'All students who want to enroll this course should have studied basic Microeconomics and Macroeconomics.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB41100512018210EB4110021&pLng=jp
ECNA321L,Financial institutions and markets　51,バク　サンジュン,教室未定,月,4,上級科目,4,"The purpose of this course is to study the monetary and financial system and function of our economy. Students will study the nature and functions of money, financial institutions, financial instruments and markets, interest rates, exchange rates.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB41900512018210EB4190021&pLng=jp
ECNA321L,Financial institutions and markets　51,バク　サンジュン,教室未定,火,4,上級科目,4,"The purpose of this course is to study the monetary and financial system and function of our economy. Students will study the nature and functions of money, financial institutions, financial instruments and markets, interest rates, exchange rates.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB41900512018210EB4190021&pLng=jp
MANX333L,Corporate Case Study: An Automotive Company 51,ポカリア　クリストファー,教室未定,木,3,上級科目,2,"This course presents a unique opportunity to study contemporary business through an intensive case study of Nissan. Each week a senior executive from Nissan will provide a lecture on the key aspect of the firm’s operations and strategy. Nissan was Japan’s earliest, and at one stage, predominant automotive manufacturer but then experienced a period of intense competition and declining corporate performance. Nissan’s subsequent revival and contemporary dynamism, underpinned by a corporate partnership with Renault of France, has attracted global attention and provided a role model for reform of other Japanese firms during the last decade.","['試験:', '85％', 'Midterm quiz 35％ + final 50％', '平常点評価:', '15％', 'Active engagement with the course', '備考・関連URL', 'This class is a special offering that brings senior executives from Nissan as guest speakers each week, under the coordination and direction of a SILS professor, so a high standard of student conduct and participation in class is expected at all times.The final lecture topics may vary with the availability of Nissan executives and will be confirmed at the start of semester.Related URL:www.nissanclass.wordpress.com']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB42400512018210EB4240021&pLng=jp
ECNA322L,Korean Economy (in Korean)　51,バク　サンジュン,教室未定,火,3,上級科目,2,"(This course is taught in Korean.) The purpose of this course is to understand the current situation, problems and challenges of the Korean economy. As the demography of Korea changes into an aging society, economists are warning that Korea may experience a long recession like Japan’s lost decades. Against that background, various aspects of the Korean economy will be studied and discussed by examining the data of the following economic variables: GDP, GDP per capita, income disparity, demography, inflation rate, unemployment rate, interest rates, policy interest rate, money, monetary base, household debts, flow of fund, government budget, government debt, balance of payments, current account balance, trade balance, net foreign asset, corporate earnings.","['試験:', '70％', 'one exam', 'レポート:', '0％', 'no paper', '平常点評価:', '30％', 'discussion/presentation', 'その他:', '0％', 'NA', '備考・関連URL', 'This class is taught in Korean.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB42800512018210EB4280021&pLng=jp
ECNA333L,Fiscal Policy: on Taxation and Well-being　51,朝日　讓治,教室未定,木,1,上級科目,2,"The main objective of this course is to clarify the relationship between the basic structure of government tax revenues and expenditures, and individual well-being, i.e., ""who pays how much"". The course consists of the following three parts.Part ( i ) presents the construction of a theoretical framework for tax policy, expenditure programs, deficit finance, and the optimal size of the government. Taxes impose a cost on the taxpayer. Careful examination reveals that the cost distorts the tax payers’decision making, and it creates an excess burden, i.e., a dead weight loss. How can government design an optimal tax policy to make the excess burden as small as possible?Part (ii ) explains the relationship between individual well-being and taxes such as income tax, consumption tax, and inheritance tax. Here each tax is successively taken up and examined carefully. Income tax and consumption tax are compared from the standpoint of individual well-being. The tax systems of both Japan and the United States are also explained and contrasted.Part (iii ) constructs a basic economic model for analyzing public goods, local public goods, environment, and so on. The policies to be discussed in class include the optimal provision of public goods, government’s roles in imposing tax for optimal provision of public goods, privatization issues such as airport security, and properties of public goods and private goods.","['試験:', '75％', '(Midterm Exam 25％ and Final Exam 50％)', '平常点評価:', '25％', 'Class attendance and assignments']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB43200512018210EB4320021&pLng=jp
ECNA311L,International Economics and Economic Policy　51,樋口　清秀,教室未定,月,4,上級科目,4,"We are in the global economies. Any goods and service, funds, ideas and technologies, and people can move beyond the border very easily. These movements may make our economic well-being better in some cases but worse in the other cases. This is the main issue of International Economics. We must learn International Economics to learn what this global economy is and how every economy can grow up evenly in the world.This course aims at making the participants understand what International Economics is to know the issues of modern global economies and what policy is available to make each economy better off.","['試験:', '70％', 'Midterm and Final Exam.', 'レポート:', '15％', 'One essay with logical consistency.', '平常点評価:', '15％', 'Class Attendance etc']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB43300512018210EB4330021&pLng=jp
ECNA311L,International Economics and Economic Policy　51,樋口　清秀,教室未定,水,2,上級科目,4,"We are in the global economies. Any goods and service, funds, ideas and technologies, and people can move beyond the border very easily. These movements may make our economic well-being better in some cases but worse in the other cases. This is the main issue of International Economics. We must learn International Economics to learn what this global economy is and how every economy can grow up evenly in the world.This course aims at making the participants understand what International Economics is to know the issues of modern global economies and what policy is available to make each economy better off.","['試験:', '70％', 'Midterm and Final Exam.', 'レポート:', '15％', 'One essay with logical consistency.', '平常点評価:', '15％', 'Class Attendance etc']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB43300512018210EB4330021&pLng=jp
MANX336L,Enterprise and Governance 51,ポカリア　クリストファー,教室未定,水,4,上級科目,4,"The course will examine the rich variety of capitalisms, and of other economic systems, across time and place. We will explore the historical development of the business firm, its particular economic advantages and social impacts, and the technological, political, creative, financial and societal forces that are transforming the landscape of contemporary enterprise. The course will examine how governance of the private institution of the firm is patterned by the structures of public governance within which it situated, how they have evolved mutually over time, and how there has been systematic variance in governance forms and enterprise outcomes across countries. It will offer a multidisciplinary and historical feel for the development of enterprise & its contexts and will complement prior studies in business, politics, history and related fields.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB43400512018210EB4340021&pLng=jp
MANX336L,Enterprise and Governance 51,ポカリア　クリストファー,教室未定,木,2,上級科目,4,"The course will examine the rich variety of capitalisms, and of other economic systems, across time and place. We will explore the historical development of the business firm, its particular economic advantages and social impacts, and the technological, political, creative, financial and societal forces that are transforming the landscape of contemporary enterprise. The course will examine how governance of the private institution of the firm is patterned by the structures of public governance within which it situated, how they have evolved mutually over time, and how there has been systematic variance in governance forms and enterprise outcomes across countries. It will offer a multidisciplinary and historical feel for the development of enterprise & its contexts and will complement prior studies in business, politics, history and related fields.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB43400512018210EB4340021&pLng=jp
MANX337L,Corporate Case Study: A Pharmaceutical Company 51,森本　真理子,教室未定,水,4,上級科目,2,"This is an endowed course offered by Takeda Pharmaceutical Company. The course provides students with a rare opportunity to learn about business management and global development through the experiences of Takeda Pharmaceutical Company Ltd., a leading Japanese pharmaceutical company. As an R&D- oriented company, Takeda strives for providing better health for patients worldwide through leading innovations in medicine on a global scale. This course aims to enhance students’ understanding of Japanese corporate philosophy and global development strategies, primarily in the context of the pharmaceutical industry. Students are to learn both theory and practical developments of the business firm.This course consists of three parts: 1) lectures by the SILS professor; 2) guest lectures by Takeda executives, including the CEO/president; and 3) participation in a business simulation at Takeda headquarter. Guest lecturers will share their insights on contemporary challenges and opportunities that Takada faces in a global market. Important Note: Takeda Pharmaceutical Company will offer a world-renowned business game session at their headquarter in Nihonbashi, Tokyo. Participation is mandatory, and the session will run for an entire day. The date will be announced on the first day of the class.","['試験:', '15％', 'In-class closed book exam', 'レポート:', '5％', 'Assignments', '平常点評価:', '30％', 'Attendance is mandatory. Active participation and class preparation is required.', 'その他:', '50％', 'Business Simulation at Takeda Headquarter\u3000(Group Work)', 'Note: No special accommodation will be made regardless of the situation since this assignment will take place off-campus and involve a subcontractor for administration. ', '備考・関連URL']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB44000512018210EB4400021&pLng=jp
GSSD301L,Asian Total Leadership Innovation Seminar（株式会社AOKIホールディングス寄付講座）　51,舒　旻／樋口　清秀,教室未定,水,3,上級科目,2,"This lecture is founded due to a donation from the AOKI Holding Company. The president and vice president, AOKI san brothers started enterprise in their younger day age to make their company bigger as a representative holding company which deals with men’s and ladies’wear, wedding party service and Karaoke house and entertainment service.They have a purpose to pay a tax of hundred million yen to the Japanese Government as more contributions to Japanese Society.They expect all students study hard and be a global leader especially in the Asia in the future.So we teach you how Asian economies can make economic developments and how they should make use of human powers to make their economies grow better.","['試験:', '50％', 'Final Exams', 'レポート:', '50％', 'Two Essays']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB44200512018210EB4420021&pLng=jp
ECNA312L,Economic Development　52,近藤　正規,教室未定,水,4,上級科目,4,"This course aims at acquainting students with theeconomic problems and policy concerns of developing countries, and with toolsof analysis and measurement used to understand them better.  The first half covers micro-economic aspectswhile the latter deals with the macro-economic aspects of development.  Good knowledge of intermediate economics isdesirable.  Class language is English.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB44300522018210EB4430021&pLng=jp
ECNA312L,Economic Development　52,近藤　正規,教室未定,水,5,上級科目,4,"This course aims at acquainting students with theeconomic problems and policy concerns of developing countries, and with toolsof analysis and measurement used to understand them better.  The first half covers micro-economic aspectswhile the latter deals with the macro-economic aspects of development.  Good knowledge of intermediate economics isdesirable.  Class language is English.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB44300522018210EB4430021&pLng=jp
ECNA324L,Topics: Financial Economics　51,竹澤　伸哉,教室未定,金,5,上級科目,2,"This is a second course in financial management building on the content covered in ""Financial Management.""   The first half of the course will provide a review of securities (stocks & bonds), introduce the weighted average cost of capital (WACC),  and review NPV and IRR in the context of WACC.  The second half of the course introduces the student to an important financial product known as “options.” We will cover the fundamentals of option products, applications in practice in the context of hedging and other option-like products. Understanding financial options also provides us with an expanded framework for financial (investment) decision-making.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB44400512018210EB4440021&pLng=jp
ARSV30ZL,Contemporary Political Economy of Russia　51,シャドリナ　エレナ,教室未定,水,4,上級科目,2,"A sequel to Introductory and Intermediate Courses of Russian Studies, this course is aimed to orient students in contemporary research on the topics of political economy of modern Russia. ","['試験:', '40％', 'course paper submitted during the 14th week and presented at the 15th', 'レポート:', '25％', 'preparation of written notes/ commentaries/ questions ', '平常点評価:', '30％', 'active engagement in in-class discussions ', 'その他:', '5％', 'constructive collaboration on improving the course content', '備考・関連URL', 'Policy on Cell Phones and e-Devices is such that they must be turned off and kept away during the class.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB44800512018210EB4480021&pLng=jp
ECNA327L,International Monetary Economics　51,篠　潤之介,教室未定,水,4,上級科目,2,"This course is designed to obtain a comprehensive understanding about recent developments of international financial markets. We particularly focus on (1) linkage between financial markets and real economic activities, (2) potential risks observed in financial markets, and (3) the effects of (unconventional) monetary policies recently taken by central banks in advanced economies on financial markets at home and abroad. Throughout the course, we refer basic theories and empirical studies regarding asset pricing, banking, and information asymmetries, as well as reports released by international institutions including IMF and BIS (see the below “textbook” and “references”).","['試験:', '70％', 'Final exam', 'レポート:', '30％', 'Each student is required to make a simple (2-3 page) report about international financial markets and submit it by the end of the course.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB44900512018210EB4490021&pLng=jp
ECNA301S,Seminar on Economy and Business  51,バク　サンジュン,教室未定,火,5,上級演習,2,"The purpose of this seminar is to study the economies in East Asia including the Japanese economy. Specifically, students will study the current situation of these economies, their competition and cooperation, corporations in this area. For this purpose, students will read various papers and reports and will have a group presentation. Students are expected to have at least one presentation in the class.","['レポート:', '10％', 'short reports', '平常点評価:', '80％', 'presentation and discussions', 'その他:', '10％', 'attendance', '備考・関連URL', 'NA']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB50100512018210EB5010021&pLng=jp
ECNA313S,Seminar on Economy and Business  52,バク　サンジュン,教室未定,水,3,上級演習,2,"This advanced seminar reads and discusses the theory and policy of economic development. The key concepts to be reviewed include poverty and inequality, growth, human security and institutions. Our approach is interdisciplinary and students learn to evaluate development policies both quantitatively and qualitatively. Students will conduct a field study to complete a graduation thesis, and a strong inter-cultural communication skills are required. Students learn to set up and prove working hypothesis and draw feasible policy recommendations for real issues. In the past, students participated field trips to the Philippines, India, Indonesia, East Timor, China and Cambodia.","['レポート:', '40％', 'Presentation', '平常点評価:', '60％', 'Attendance and Participation', '備考・関連URL', 'Students enrolled in this seminar are required to take or have taken my cost-benefit analysis and economic development courses.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB50100522018210EB5010021&pLng=jp
ECNT312S,Seminar on Economy and Business  53,石川　竜一郎,教室未定,水,4,上級演習,2,"Students in the course study how to formulate economic problems in mathematics. Through such formulations, you study what is the essences in the problems. At the beginning, you read the textbook of Collective wisdom. Through the textbook, you study the basic concepts of game theory, and how to make mechanisms to solve some social problems. After that, you choose some topics of economic theory, and read some professional articles related with them. Through the seminar, some basic mathematical skill are required such as calculus, and naive set theory.","['平常点評価:', '35％', 'Attendance and active discussions', 'その他:', '65％', 'Homework & Presentations', '備考・関連URL', 'Students are strongly recommended to take the course of “Monetary and financial Economics” & “Behavioral and Experimental economics.”']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB50100532018210EB5010021&pLng=jp
ECNT311S,Seminar on Economy and Business  54,樋口　清秀,教室未定,金,5,上級演習,2,"This seminar focuses on the study or research on the dynamic economies. How they can grow? What mechanism do they have when they grow up? What strategies do they need to economically grow? What policy do they need to grow up? It is very important economic issues for each economic agents and economies to make them better off. This seminar has a pattern of round reading and discussions to understand these problems each other. We expect the students who are eager to study the economic dynamics will participate in my seminar.You can study Macroeconomics, Microeconomics, Theory of Economic Growth and Economic Development and Game Theory etc.","['レポート:', '50％', 'Two essays. It depends on whether the are written logical consistently or not.', '平常点評価:', '50％', 'Your passive performance in the class and attendance.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210EB50100542018210EB5010021&pLng=jp
